book_title,author,isbn,publisher,weeks_on_list,movie_title,year,length,movie_genre,movie_rating,star_rating, gross_amount ,Book Title (GoodReads),Author,average_rating,isbn,isbn13,language_code,publication_date,publisher
,,,,,,,,,,,,New Rules: Polite Musings from a Timid Observer,Bill Maher,3.71,1594862958,9780430000000,eng,3/6/2007,Berkley Sensation
,,,,,,,,,,,,New Selected Poems 1966-1987,Seamus Heaney,4.19,571143725,9781590000000,en-US,7/26/2005,Rodale Books
,,,,,,,,,,,,New Threads in the Pattern: The Great Hunt  Part 2 (Wheel of Time  #2-2),Robert Jordan/Charles Keegan,4.27,765348446,9780570000000,eng,3/4/2002,Faber and Faber
,,,,,,,,,,,,New Worlds  Ancient Texts: The Power of Tradition and the Shock of Discovery,Anthony Grafton,3.62,674618769,9780770000000,eng,1/5/2004,Starscape
,,,,,,,,,,,,New X-Men  Volume 1: E Is for Extinction,Grant Morrison/Frank Quitely,4.06,785108114,9780670000000,eng,3/15/1995,Belknap Press
,,,,,,,,,,,,New X-Men  Volume 4: Riot at Xavier's,Grant Morrison/Frank Quitely,4.06,785110674,9780790000000,eng,9/27/2006,Marvel
,,,,,,,,,,,,New X-Men  Volume 7: Here Comes Tomorrow,Grant Morrison/Marc Silvestri,3.75,785113452,9780790000000,eng,11/15/2006,Marvel
,,,,,,,,,,,,New X-Men: Omnibus,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez,4.23,785123261,9780790000000,eng,11/15/2006,Marvel
,,,,,,,,,,,,New York 2000: Architecture and Urbanism Between the Bicentennial and the Millennium,Robert A.M. Stern/David Fishman/Jacob Tilove,4.44,1580931774,9780790000000,eng,12/6/2006,Marvel
,,,,,,,,,,,,New York City's Best Dive Bars: Drinking and Diving in the Five Boroughs,Wendy  Mitchell/June Kim,3.75,970312539,9781580000000,eng,11/1/2006,The Monacelli Press
,,,,,,,,,,,,Next,Michael Crichton,3.5,60872985,9780970000000,eng,7/1/2003,Gamble Guides
,,,,,,,,,,,,Next: The Future Just Happened,Michael   Lewis,3.67,393323528,9780060000000,eng,11/28/2006,Harper
,,,,,,,,,,,,NextWave: Agents of H.A.T.E.  Vol. 1: This is What They Want,Warren Ellis/Stuart Immonen/Wade Von Grawbadger/Dave McCaig,4.16,785122788,9780390000000,en-US,5/17/2002,W. W. Norton  Company
,,,,,,,,,,,,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,802151787,9780790000000,eng,9/13/2006,Marvel Comics Group
,,,,,,,,,,,,Nick & Norah's Infinite Playlist,Rachel Cohn/David Levithan,3.71,375835318,9780800000000,eng,1/13/1994,Grove Press
,,,,,,,,,,,,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,3.63,805063897,9780380000000,eng,5/23/2006,Alfred A. Knopf Books for Young Readers
,,,,,,,,,,,,Nicolae (Left Behind  #3),Tim LaHaye/Jerry B. Jenkins,3.96,078622469X,9780810000000,eng,5/1/2002,Owl Books (Henry Holt)
,,,,,,,,,,,,Nicomachean Ethics,Aristotle/Martin Ostwald,3.94,23895306,9780790000000,eng,12/3/2005,Thorndike Press
,,,,,,,,,,,,Nicomachean Ethics,Aristotle/Hippocrates George Apostle,3.94,911589031,9780020000000,en-US,1/11/1962,Prentice Hall/Simon & Schuster Company (Englewood Cliffs  NJ)
,,,,,,,,,,,,Nicomachean Ethics,Aristotle/Joe Sachs,3.94,1585100358,9780910000000,eng,5/1/1984,Peripatetic Press
,,,,,,,,,,,,Nietzche and Philosophy,Gilles Deleuze/Michael Hardt,4.17,231138768,9781590000000,eng,1/1/2002,Focus
,,,,,,,,,,,,Nigella Bites: From Family Meals to Elegant Dinners--Easy  Delectable Recipes for Any Occasion,Nigella Lawson/Francesca Yorke,4,786868694,9780230000000,eng,5/16/2006,Columbia University Press
,,,,,,,,,,,,Night Beat: A Shadow History of Rock & Roll,Mikal Gilmore,3.74,385484364,9780790000000,eng,11/13/2002,Hachette Books
,,,,,,,,,,,,Night Draws Near: Iraq's People in the Shadow of America's War,Anthony Shadid,4.12,312426038,9780390000000,en-US,2/1/1999,Knopf Publishing Group
,,,,,,,,,,,,Night Falls Fast: Understanding Suicide,Kay Redfield Jamison,4.1,375701478,9780310000000,eng,9/5/2000,St. Martin's Press
,,,,,,,,,,,,Night Has a Thousand Eyes,Cornell Woolrich,3.77,1933648279,9780380000000,eng,10/10/2000,Vintage
,,,,,,,,,,,,Night of Blood (Dragonlance: The Minotaur Wars  #1),Richard A. Knaak/Margaret Weis,3.91,786931965,9781930000000,eng,4/1/2007,Pegasus Books
,,,,,,,,,,,,Night of Long Shadows (Eberron: Inquisitives  #2),Paul Crilley,3.65,786942703,9780790000000,eng,2/1/2004,Wizards of the Coast
,,,,,,,,,,,,Night of the Fox (Dougal Munro and Jack Carter #1),Jack Higgins,3.92,671728202,9780790000000,en-US,5/8/2007,Wizards of the Coast
,,,,,,,,,,,,Night Over Water,Ken Follett,3.82,451211472,9780670000000,eng,1/25/2008,Pocket Books
,,,,,,,,,,,,Night Shift,Stephen King,4,451170113,9780450000000,eng,4/6/2004,NAL
,,,,,,,,,,,,Night Shift,Stephen King,4,385129912,9780450000000,en-US,2/1/1979,Signet
,,,,,,,,,,,,Night Train to Memphis (Vicky Bliss  #5),Elizabeth Peters,4.07,446602485,9780390000000,eng,10/1/1993,Doubleday Books
,,,,,,,,,,,,Nightbirds on Nantucket (The Wolves Chronicles  #3),Joan Aiken,4.13,395971853,9780450000000,eng,12/1/1995,Grand Central Publishing
,,,,,,,,,,,,Nightfall,Anne Stuart,3.87,451404750,9780400000000,eng,10/25/1999,HMH Books for Young Readers
,,,,,,,,,,,,Nightingale's Song,Kate Pennington,3.02,340878754,9780450000000,eng,3/1/1995,Onyx
,,,,,,,,,,,,Nightmare At 20 000 Feet,Richard Matheson/Stephen King,4.09,312878273,9780340000000,en-GB,10/19/2006,Hachette Children's
,,,,,,,,,,,,Nightmare House (Harrow House  #1),Douglas Clegg,3.36,084395177X,9780310000000,eng,1/5/2002,Tor Books
,,,,,,,,,,,,Nights in Rodanthe,Nicholas Sparks,3.84,446691798,9780840000000,en-GB,5/1/2004,Leisure Books
,,,,,,,,,,,,Nightsword (Starshield  #2),Margaret Weis/Tracy Hickman,3.67,034542462X,9780450000000,en-US,8/1/2004,Warner Books
,,,,,,,,,,,,Nighttime Is My Time,Mary Higgins Clark,3.82,074341263X,9780350000000,eng,8/3/1999,Del Rey Fantasy
,,,,,,,,,,,,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,822549204,9780740000000,eng,4/6/2004,Simon & Schuster Adult Publishing Group
,,,,,,,,,,,,Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,3.92,60564423,9780820000000,eng,10/1/1994,Lerner Publications
,,,,,,,,,,,,Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,3.92,61096849,9780060000000,eng,2/3/2004,Harper Paperbacks
,,,,,,,,,,,,Nine Coaches Waiting,Mary  Stewart/Sandra Brown,4.03,1556526180,9780060000000,eng,1/23/1998,HarperTorch
,,,,,,,,,,,,Nine Horses,Billy Collins,4.17,375755209,9781560000000,eng,5/1/2006,Chicago Review Press
,,,,,,,,,,,,Nine Stories,J.D. Salinger,4.19,316767727,9780380000000,eng,10/14/2003,Random House Trade
,,,,,,,,,,,,Nineteen Eighty-Four,George Orwell/Thomas Pynchon,4.18,452284236,9780320000000,eng,1/30/2001,Little  Brown and Company
,,,,,,,,,,,,Nineteen Eighty-Four,George Orwell,4.18,1421808323,9780450000000,eng,5/6/2003,Plume
,,,,,,,,,,,,Nineteen Minutes,Jodi Picoult,4.12,743496728,9781420000000,eng,7/1/2005,1st World Library
,,,,,,,,,,,,Nixon Agonistes: The Crisis of the Self-Made Man,Garry Wills,4.12,618134328,9780740000000,eng,3/5/2007,Atria Books
,,,,,,,,,,,,No Accident (Little Secrets  #2),Emily Blake,4.16,439829135,9780620000000,eng,11/14/2002,Mariner Books
,,,,,,,,,,,,No Better Place to Die: The Battle Of Stones River,Peter Cozzens,4.17,252062299,9780440000000,eng,5/1/2006,Scholastic Paperbacks
,,,,,,,,,,,,No Cherubs for Melanie,James  Hawkins,4,1550023926,9780250000000,eng,7/1/1991,University of Illinois Press
,,,,,,,,,,,,No Country for Old Men,Cormac McCarthy,4.14,375706674,9781550000000,eng,10/1/2002,Dundurn
,,,,,,,,,,,,No Dominion (Joe Pitt  #2),Charlie Huston,3.99,345478258,9780380000000,eng,7/11/2006,Vintage
,,,,,,,,,,,,No Dress Rehearsal,Marian Keyes,3.29,1902602323,9780350000000,eng,12/26/2006,Del Rey
,,,,,,,,,,,,No god but God: The Origins  Evolution and Future of Islam,Reza Aslan,4.12,812971892,9781900000000,eng,12/1/2000,New Island Books
,,,,,,,,,,,,No Heroes: A Memoir of Coming Home,Chris Offutt,3.87,684865521,9780810000000,eng,1/10/2006,Random House Trade
,,,,,,,,,,,,No Idle Hands: The Social History of American Knitting,Anne Macdonald,4.02,345362535,9780680000000,eng,4/2/2003,Simon  Schuster
,,,,,,,,,,,,No More Bull!: The Mad Cowboy Targets America's Worst Enemy: Our Diet,Howard F. Lyman/Glen Merzer/Joanna Samorow-Merzer/Caldwell B. Esselstyn Jr.,3.93,743286987,9780350000000,eng,5/19/1990,Ballantine
,,,,,,,,,,,,No More Christian Nice Guy: When Being Nice--Instead of Good--Hurts Men  Women and Children,Paul Coughlin/Laura Schlessinger,3.77,764200925,9780740000000,eng,9/20/2005,Scribner
,,,,,,,,,,,,No More Dead Dogs,Gordon Korman,3.71,439294843,9780760000000,eng,12/31/2005,Bethany House Publishers
,,,,,,,,,,,,No More Water in the Tub!,Tedd Arnold/Mark Buehner,3.95,140564306,9780440000000,eng,9/1/2001,Scholastic Inc
,,,,,,,,,,,,No Name,Wilkie Collins/Virginia Blain,3.92,019283388X,9780140000000,eng,12/1/1998,Puffin Books
,,,,,,,,,,,,No One Is Illegal: Fighting Racism and State Violence on the U.S.-Mexico Border,Justin Akers Chacón/Mike  Davis,4.08,1931859353,9780190000000,eng,6/25/1998,Oxford University Press
,,,,,,,,,,,,No One Left to Lie to: The Values of the Worst Family,Christopher Hitchens,3.86,1859842844,9781930000000,eng,4/1/2006,Haymarket Books
,,,,,,,,,,,,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,4.18,684804484,9781860000000,eng,7/17/2000,Verso
,,,,,,,,,,,,No Other Woman (No Other  #2),Shannon Drake,3.78,380781360,9780680000000,eng,10/1/1995,Simon & Schuster
,,,,,,,,,,,,No Place Like Home,Mary Higgins Clark,3.87,743497287,9780380000000,eng,6/1/1996,Avon Books
,,,,,,,,,,,,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,898709199,9780740000000,eng,4/1/2006,Pocket Books
,,,,,,,,,,,,No Second Chance,Harlan Coben,4.08,451210557,9780900000000,en-GB,4/30/2006,Ignatius Press
,,,,,,,,,,,,No Wind of Blame (Inspector Hemingway #1),Georgette Heyer,3.78,99493675,9780450000000,eng,4/27/2004,Dutton Books
,,,,,,,,,,,,Nobody Knows My Name,James Baldwin,4.35,679744738,9780100000000,eng,9/7/2006,Arrow
,,,,,,,,,,,,Nobody Loves a Centurion (SPQR  #6),John Maddox Roberts,4.14,312320191,9780680000000,eng,12/1/1992,Vintage
,,,,,,,,,,,,Noir: Three Novels of Suspense,Richard Matheson,3.69,765311402,9780310000000,eng,10/10/2003,St. Martin's Griffin
,,,,,,,,,,,,Nonfiction,Chuck Palahniuk,3.57,224063022,9780770000000,eng,10/1/2005,Forge Books
,,,,,,,,,,,,Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky/Dalai Lama XIV,4,679643354,9780220000000,eng,8/5/2004,Jonathan Cape
,,,,,,,,,,,,Nor Crystal Tears (Humanx Commonwealth  #9),Alan Dean Foster,4.03,727845640,9780680000000,eng,9/12/2006,Modern Library
,,,,,,,,,,,,Norse Mythology: A Guide to the Gods  Heroes  Rituals  and Beliefs,John Lindow,4.11,195153820,9780730000000,eng,2/1/1994,Severn House Publishers
,,,,,,,,,,,,North Carolina Weekends,Lynn Setzer,3.71,895872730,9780200000000,eng,10/17/2002,Oxford University Press  USA
,,,,,,,,,,,,North of South: An African Journey,Shiva Naipaul,3.89,140188266,9780900000000,en-US,10/1/2003,John F. Blair  Publisher
,,,,,,,,,,,,Northern Lights,Tim O'Brien,3.29,767904419,9780140000000,eng,9/26/1996,Penguin Classics
,,,,,,,,,,,,Northern Lights (His Dark Materials  #1),Philip Pullman,3.98,439994128,9780770000000,eng,9/1/1999,Broadway Books
,,,,,,,,,,,,Norwegian Wood,Haruki Murakami/Jay Rubin,4.03,375704027,9780440000000,en-GB,9/14/2001,Scholastic Press
,,,,,,,,,,,,Not a Genuine Black Man: Or  How I Claimed My Piece of Ground in the Lily-White Suburbs,Brian Copeland,4.04,1401302335,9780380000000,eng,9/12/2000,Vintage Books
,,,,,,,,,,,,Not Even for Love,Erin St. Claire/Sandra Brown,3.49,044661291X,9781400000000,eng,7/11/2006,Hachette Books
,,,,,,,,,,,,Not Even Wrong: The Failure of String Theory and the Search for Unity in Physical Law,Peter Woit,3.93,465092756,9780450000000,eng,4/1/2004,Grand Central Publishing
,,,,,,,,,,,,Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures,Molly C. Lee/Angela J. Linn/Chase Hensel/James H. Barker,3.5,1889963852,9780470000000,eng,9/4/2006,Basic Books
,,,,,,,,,,,,Not Much Fun: The Lost Poems of Dorothy Parker,Dorothy Parker/Stuart Y. Silverstein,4.18,743211480,9781890000000,eng,3/1/2006,University of Alaska Press
,,,,,,,,,,,,Not of Woman Born,Constance Ash/Nina Kiriki Hoffman/Patricia A. McKillip/Walter Jon Williams/Debra Doyle/James D. Macdonald/Kara Dalkey/Michael Armstrong/Richard Parks/Sage Walker/Susan Palwick/William F. Wu/Jack McDevitt/Janni Lee Simner/Robert Silverberg,3.82,451456815,9780740000000,eng,7/10/2001,Scribner
,,,,,,,,,,,,Not Since Carrie: Forty Years of Broadway Musical Flops,Ken Mandelbaum,4.09,312082738,9780450000000,eng,3/1/1999,Roc
,,,,,,,,,,,,Not So Big House,Sarah Susanka/Kira Obolensky,4.07,1561583766,9780310000000,eng,8/15/1992,St. Martin's Griffin
,,,,,,,,,,,,Not Without My Daughter,Betty Mahmoody,4.1,552152161,9781560000000,eng,4/20/2001,Taunton Press
,,,,,,,,,,,,Not Your Mother's Slow Cooker Cookbook,Beth Hensperger/Julie Kaufmann,3.78,1558322450,9780550000000,eng,7/5/2004,Transworld Publishers Ltd
,,,,,,,,,,,,Notebook of a Return to the Native Land,Aimé Césaire/Annette Smith/Clayton Eshleman,4.09,819564524,9781560000000,en-US,12/21/2004,Harvard Common Press
,,,,,,,,,,,,Notebooks  1935-1951,Albert Camus/Philip Thody/Justin O'Brien,4.28,1569246661,9780820000000,eng,9/24/2001,Wesleyan University Press
,,,,,,,,,,,,Notebooks of the Mind: Explorations of Thinking  Revised Edition,Vera John-Steiner,3.83,195108965,9781570000000,eng,9/1/1998,Marlowe & Company
,,,,,,,,,,,,Notes from a Small Island,Bill Bryson,3.91,380727501,9780200000000,eng,1/23/1997,Oxford University Press  USA
,,,,,,,,,,,,Notes from Underground  White Nights  The Dream of a Ridiculous Man  and Selections from The House of the Dead,Fyodor Dostoyevsky/Andrew R. MacAndrew/Ben Marcus,4.18,451529553,9780380000000,eng,5/28/1997,William Morrow Paperbacks
,,,,,,,,,,,,Notes from Underground & A Confession (Everyman's Library),A.D.P. Briggs/Leo Tolstoy/Fyodor Dostoyevsky,3.76,460874489,9780450000000,eng,11/2/2004,Signet
,,,,,,,,,,,,Notes from Underground & The Double,Fyodor Dostoyevsky/Jessie Coulson,4.2,140442529,9780460000000,eng,6/15/1994,Everymans Library
,,,,,,,,,,,,Notes on a Scandal,Zoë Heller,3.71,141012250,9780140000000,eng,7/30/1972,Penguin Books
,,,,,,,,,,,,Nothing Lasts Forever,Sidney Sheldon,3.84,446354732,9780140000000,eng,3/4/2004,Penguin
,,,,,,,,,,,,Nova Express (The Nova Trilogy  #3),William S. Burroughs,3.67,802133304,9780450000000,eng,9/1/1995,Grand Central
,,,,,,,,,,,,Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance,Edith Wharton/Cynthia Griffin Wolff,4.22,940450534,9780800000000,eng,1/21/1994,Grove Press
,,,,,,,,,,,,Novels  1926-1929,William Faulkner/Noel Polk/Joseph Blotner,4.42,1931082898,9780940000000,eng,4/1/1990,Library of America
,,,,,,,,,,,,Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory,Vladimir Nabokov/Brian Boyd,4.36,1883011183,9781930000000,eng,4/6/2006,Library of America
,,,,,,,,,,,,Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age,Henry James/Myra Jehlen,4.28,1931082308,9781880000000,eng,10/1/1996,Library of America
,,,,,,,,,,,,Novels 1901–1902: The Sacred Fount / The Wings of the Dove,Henry James/Leo Bersani,4.63,193108288X,9781930000000,eng,3/10/2003,Library of America
,,,,,,,,,,,,Novels 1942–1954: Go Down  Moses / Intruder in the Dust / Requiem for a Nun / A Fable,William Faulkner/Noel Polk/Joseph Blotner,4.44,940450852,9781930000000,eng,2/2/2006,Library of America
,,,,,,,,,,,,Novels 1955–1962: Lolita / Pnin / Pale Fire / Lolita: A Screenplay,Vladimir Nabokov/Brian Boyd,4.41,1883011191,9780940000000,eng,10/1/1994,Library of America
,,,,,,,,,,,,Novels 1956–1964: Seize the Day / Henderson the Rain King / Herzog,Saul Bellow/James  Wood,4.19,159853002X,9781880000000,eng,10/1/1996,Library of America
,,,,,,,,,,,,Novels and Stories,Zora Neale Hurston/Cheryl A. Wall,4.37,940450836,9781600000000,eng,1/11/2007,Library of America
,,,,,,,,,,,,Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,John Steinbeck/Elaine Steinbeck/Robert DeMott,4.35,1883011019,9780940000000,eng,2/1/1995,Library of America
,,,,,,,,,,,,Now and on Earth,Jim Thompson/Stephen King,3.7,679740139,9781880000000,eng,9/1/1994,Library of America
,,,,,,,,,,,,Numerical Recipes Example Book C++: The Art of Scientific Computing,William T. Vetterling/William H. Press/Saul A. Teukolsky,3.25,521750342,9780680000000,eng,2/1/1994,Vintage
,,,,,,,,,,,,Numerical Recipes in C: The Art of Scientific Computing,William H. Press/Saul A. Teukolsky/William T. Vetterling/Brian P. Flannery,4.16,521431085,9780520000000,eng,2/7/2002,Cambridge University Press
,,,,,,,,,,,,Numerical Recipes: Example Book C,William T. Vetterling/Saul A. Teukolsky/William H. Press/Brian P. Flannery,3.75,521437202,9780520000000,eng,10/30/1992,Cambridge University Press
,,,,,,,,,,,,Nuns and Soldiers,Iris Murdoch/Karen Armstrong,3.93,142180092,9780520000000,eng,11/27/1992,Cambridge University Press
,,,,,,,,,,,,NYC Ballet Workout,Peter Martins/Paul Kolnik/Richard Corman/Howard  Kaplan,4.01,688152023,9780140000000,eng,7/30/2002,Penguin Classics
,,,,,,,,,,,,O Is for Old Dominion: A Virginia Alphabet,Pamela Duncan Edwards/Troy Howell,3.76,1585361615,9780690000000,eng,1/13/1997,William Morrow Paperbacks
,,,,,,,,,,,,Oasis (On the Road to Perdition  #1),Max Allan Collins/Steve Lieber/Josef Rubinstein/Rob Leigh/José Luis García-López/Bob Lappan,3.55,1401200680,9781590000000,eng,9/30/2005,Sleeping Bear Press
,,,,,,,,,,,,Oath of Gold (The Deed of Paksenarrion  #3),Elizabeth Moon,4.27,671697986,9781400000000,eng,5/1/2003,DC Comics
,,,,,,,,,,,,Oath of Swords (War God  #1),David Weber,4.01,1416520864,9780670000000,eng,1/2/1989,Baen
,,,,,,,,,,,,Oathblood (Valdemar: Vows and Honor  #3),Mercedes Lackey,4.06,886777739,9781420000000,en-US,12/26/2006,Baen
,,,,,,,,,,,,Obasan,Joy Kogawa,3.64,385468865,9780890000000,en-GB,4/1/1998,DAW
,,,,,,,,,,,,Object Thinking,David      West,3.99,735619654,9780390000000,eng,12/27/1993,Anchor Books
,,,,,,,,,,,,Object-Oriented Programming in C++,Richard Johnsonbaugh/Martin Kalin,4.07,130158852,9780740000000,eng,7/23/2019,Microsoft Press
,,,,,,,,,,,,Oblivion,David Foster Wallace,4.07,316010766,9780130000000,eng,8/13/1999,Prentice Hall
,,,,,,,,,,,,O'Brien's the Things They Carried,Jill Colella/CliffsNotes,3.69,764586688,9780320000000,eng,8/30/2005,Back Bay Books
,,,,,,,,,,,,Observations on the Feeling of the Beautiful and Sublime,Immanuel Kant/John T. Goldthwait,3.64,520240782,9780760000000,eng,12/14/2000,Cliffs Notes
,,,,,,,,,,,,Ocean of Words,Ha Jin,3.81,375702067,9780520000000,eng,1/15/2004,University of California Press
,,,,,,,,,,,,Ocean Star Express,Mark Haddon/Peter   Sutton,3.57,000664600X,9780380000000,eng,7/28/1998,Vintage
,,,,,,,,,,,,October Light,John Gardner/Tom Bissell,3.88,811216373,9780010000000,eng,7/1/2002,HarperCollins UK
,,,,,,,,,,,,Octopussy & the Living Daylights (James Bond  #14),Ian Fleming,3.55,142003298,9780810000000,eng,10/17/2005,New Directions
,,,,,,,,,,,,Od Magic,Patricia A. McKillip,3.98,441013341,9780140000000,eng,4/6/2004,Penguin Books
,,,,,,,,,,,,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,60833181,9780440000000,eng,6/6/2006,Ace Books
,,,,,,,,,,,,Odd Thomas (Odd Thomas  #1),Dean Koontz,3.97,553384287,9780060000000,en-US,3/28/2006,HarperTorch
,,,,,,,,,,,,Odd Thomas (Odd Thomas #1),Dean Koontz/David Baker,3.97,739301764,9780550000000,eng,8/29/2006,Bantam
,,,,,,,,,,,,Oddballs,William Sleator,3.87,140374388,9780740000000,eng,12/9/2003,Random House Audio Publishing Group
,,,,,,,,,,,,Odds Against,Dick Francis,4.06,515125512,9780140000000,eng,6/1/1995,Puffin Books
,,,,,,,,,,,,Odds Against (Sid Halley  #1),Dick Francis,4.06,425198006,9780520000000,eng,4/1/2000,Jove
,,,,,,,,,,,,Odes to Common Things,Pablo Neruda/Ferris Cook/Ken Krabbenhoft,4.39,821220802,9780430000000,eng,2/1/2005,G.P. Putnam's Sons
,,,,,,,,,,,,Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,3.7,1580495931,9780820000000,eng,5/1/1994,Bulfinch
,,,,,,,,,,,,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,3.7,1416500332,9781580000000,eng,6/22/2006,Prestwick House - (Literary Touchstone Classic)
,,,,,,,,,,,,Oedipus Tyrannus,Sophocles/Theodore F. Brunner/Luci Berkowitz,3.7,393098745,9781420000000,eng,7/1/2005,Simon  Schuster
,,,,,,,,,,,,Of Human Bondage,W. Somerset Maugham/Benjamin DeMott/Maeve Binchy,4.13,451530179,9780390000000,eng,7/1/1970,W.W. Norton & Company
,,,,,,,,,,,,Of Love and Other Demons,Gabriel García Márquez,3.98,517405091,9780450000000,eng,1/2/2007,Signet
,,,,,,,,,,,,Of Love and Shadows,Isabel Allende/Margaret Sayers Peden,3.97,553383833,9780520000000,eng,5/2/1995,Penguin Group (USA)
,,,,,,,,,,,,Of Mice and Men,John Steinbeck,3.87,142000671,9780550000000,eng,8/30/2005,Dial Press Trade Paperback
,,,,,,,,,,,,Of Tender Sin,David Goodis/Adrian Wootton,3.69,1852426748,9780140000000,eng,1/8/2002,Penguin Books
,,,,,,,,,,,,Of Time and the River: A Legend of Man's Hunger in His Youth,Thomas Wolfe/Pat Conroy,4.2,684867850,9781850000000,en-US,2/16/2001,Serpent's Tail
