title,author,weeks_on_list,publication_date,average_rating,publisher
Shake Hands with the Devil,Roméo Dallaire,,2/3/2005,4.24,Arrow
In the Name of Love and Other True Cases (Crime Files  #4),Ann Rule,,1/1/1998,4.04,Pocket Books
The Rule of Four,Ian Caldwell/Dustin Thomason,,6/28/2005,3.23,Dell Publishing Company
The Real Rule of Four: The Unauthorized Guide to the New York Times #1 Bestseller,Joscelyn Godwin,,11/1/2005,3.46,Disinformation Books
Time For Kids: Butterflies!,David Bjerklie,,2/21/2006,3.97,HarperCollins
Macbeth,William Shakespeare/Robert S. Miola/Janet Adelman/Stephen Orgel/Peter Holland,,11/26/2003,3.9,W. W. Norton & Company
Macbeth,William Shakespeare/Kenneth Muir,,1/31/1997,3.9,Bloomsbury Arden Shakespeare
Macbeth,William Shakespeare/Roma Gill,,1/20/2005,3.9,Oxford University Press
Death of a Celebrity (Hamish Macbeth  #17),M.C. Beaton,,1/1/2003,3.84,Warner Books
The Best of the Journal of Irreproducible Results,George H. Scherr/Richard Liebmann-Smith,,1/10/1989,4.32,Workman Publishing Company
The Spy Who Loved Me (James Bond  #10),Ian Fleming,,9/2/2003,3.4,Penguin Books
Conversations with Jerzy Kosinski,Jerzy Kosiński/Tom Teicholz,,5/1/1993,3.69,University Press of Mississippi
Frankenstein Makes a Sandwich,Adam Rex,,9/1/2006,4.21,Harcourt
Frankenstein  or the Modern Prometheus,Mary Wollstonecraft Shelley/Margaret Brantley,,5/1/2004,3.79,Pocket Books
Frankenstein,Mary Wollstonecraft Shelley/J. Paul Hunter,,12/17/1995,3.79,W. W. Norton & Company
Mary Shelley: Her Life  Her Fiction  Her Monsters,Anne K. Mellor,,12/15/1989,3.9,Routledge
The Faerie Queene: Books I to III,Edmund Spenser/Douglas Brooks-Davies,,11/15/1993,3.79,Everyman Paperbacks
The Faerie Queene,Edmund Spenser,,6/1/2001,3.56,Wordsworth Editions
To the Lighthouse,Virginia Woolf/Eudora Welty,,12/27/1989,3.78,Harcourt
The Diary of Virginia Woolf  Volume One: 1915-1919,Virginia Woolf/Anne Olivier Bell/Quentin Bell,,5/15/1979,4.32,Mariner Books
The Diary of Virginia Woolf  Volume Five: 1936-1941,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,,9/30/1985,4.5,Mariner Books
The Diary of Virginia Woolf  Volume Three: 1925-1930,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,,9/14/1981,4.42,Mariner Books
A Room of One's Own,Virginia Woolf,,1/1/2000,4.14,Penguin Books
Dr. Faustus,Christopher Marlowe,,10/20/1994,3.8,Dover Publications
The Complete Plays,Christopher Marlowe/Robert Lindsey/Frank Romany,,11/27/2003,4.07,Penguin Classics
Doctor Faustus and Other Plays,Christopher Marlowe/Eric Rasmussen/David Bevington,,5/7/1998,3.98,Oxford University Press
Cyrano de Bergerac,Edmond Rostand/Brian Hooker/Walter Hampden,,11/1/1950,4.06,Bantam Classics
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,,1/21/1994,4.06,Grove Press
King Lear,William Shakespeare/Stanley Wells,,4/12/2001,3.91,Oxford University Press  USA
King Lear  Macbeth  Indefinition  and Tragedy,Stephen  Booth,,6/1/2002,4.11,Cybereditions Corp
A Break with Charity: A Story about the Salem Witch Trials,Ann Rinaldi,,7/1/2003,3.79,HMH Books for Young Readers
A Break With Charity: A Story of the Salem Witch Trials,Ann Rinaldi,,4/1/1994,3.79,Turtleback Books
The Cay (The Cay  #1),Theodore Taylor,,4/8/2003,3.76,Laurel Leaf
The Queen of Whale Cay: The Eccentric Story of 'Joe' Carstairs  Fastest Woman on Water,Kate Summerscale/Joe Carstairs,,6/1/1999,3.69,Penguin Books
Everest: Mountain Without Mercy,Broughton Coburn/David Breashears/Tim Cahill,,4/1/2003,4.03,National Geographic
The Summit (Everest  #3),Gordon Korman,,10/1/2002,3.96,Scholastic Paperbacks
Everest: Expedition to the Ultimate,Reinhold Messner,,9/1/1999,3.93,Baton Wicks
Everything on a Waffle (Coal Harbour #1),Polly Horvath,,9/8/2004,3.72,Sunburst
Summer of my German Soldier,Bette Greene,,4/20/2006,3.68,Puffin Books
Hamlet (Oxford Bookworms Library: Stage 2),Alistair McCallum/William Shakespeare,,10/1/2005,3.89,Oxford University Press  USA
By Myself and Then Some,Lauren Bacall,,10/31/2006,3.95,It Books
Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,,2/3/2004,4.22,Harper Perennial
The Mercy of Thin Air,Ronlyn Domingue,,6/20/2006,3.83,Washington Square Press
Thin Air (Spenser  #22),Robert B. Parker/David Dukes,,4/1/1996,3.9,G.P. Putnam's Sons
Princess Sultana's Daughters,Jean Sasson,,6/1/1994,3.89,Doubleday Books
The State of the Art,Iain M. Banks,,8/1/2005,3.84,Night Shade
Excession (Culture  #5),Iain M. Banks,,6/13/1996,4.21,Orbit
The Player of Games (Culture  #2),Iain M. Banks,,2/1/1997,4.27,HarperPrism
Feersum Endjinn,Iain M. Banks,,6/1/1995,3.82,Spectra/Bantam Books (NYC)
Use of Weapons,Iain M. Banks,,3/1/1992,4.18,Bantam Books (NY)
Le Sens du vent,Iain M. Banks,,9/30/2002,4.2,Robert Laffont
Two Girls  Fat and Thin,Mary Gaitskill,,2/27/1998,3.64,Simon  Schuster
Three Novels & Five Short Stories,Daphne du Maurier,,12/12/1988,4.12,Random House Value Publishing
Galileo's Daughter: A Historical Memoir of Science  Faith and Love,Dava Sobel,,11/1/2000,3.76,Penguin Books (NYC)
Galileo's Daughter,Dava Sobel,,9/15/2000,3.76,Fourth Estate Ltd
Shop in the Name of Love (The Cheetah Girls #2),Deborah Gregory/Paul Mantell,,9/15/1999,3.64,Jump at the Sun
Shopgirl,Steve Martin,,9/11/2000,3.43,Hyperio
The Secret Garden: Talking Beetles and Signaling Trees: The Hidden Ways Gardens Communicate,David Bodanis,,11/1/1993,4.16,Touchstone Books
E=mc2: A Biography of the World's Most Famous Equation,David Bodanis/Ralph L. Fowler,,9/1/2000,4.09,Walker Books
The Botany of Desire: A Plant's Eye View of the World,Michael Pollan,,3/1/2006,4.06,Bloomsbury Publishing PLC
Meeting God at Every Turn,Catherine Marshall,,9/1/2002,4.36,Chosen Books
My Life,Bill Clinton,,6/22/2004,3.73,Knopf Publishing Group
My Life  Volume I: The Early Years,Bill Clinton,,5/31/2005,3.82,Vintage
Murder on the Yellow Brick Road (Toby Peters  #2),Stuart M. Kaminsky,,5/1/2000,3.63,iBooks
Down the Yellow Brick Road:The Making of The Wizard of Oz,Doug McClelland/Ted Sennett,,5/1/1976,3.92,Pyramid Books
Alentejo Blue,Monica Ali,,6/20/2006,2.72,Scribner Book Company
Brick Lane,Monica Ali,,6/2/2004,3.41,Scribner
No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,,10/1/1995,4.18,Simon & Schuster
Going to Pieces Without Falling Apart: A Buddhist Perspective on Wholeness,Mark Epstein/Charlie Conrad,,6/1/1999,3.9,Harmony
One More For The Road,Ray Bradbury,,4/7/2003,3.69,Earthlight
Female Chauvinist Pigs: Women and the Rise of Raunch Culture,Ariel Levy,,10/3/2006,3.68,Free Press
Half of a Yellow Sun,Chimamanda Ngozi Adichie,,9/12/2006,4.32,Knopf
Beauty's Punishment (Sleeping Beauty  #2),A.N. Roquelaure/Anne Rice,,5/1/1999,3.62,Penguin Books
The World's Last Night: And Other Essays,C.S. Lewis,,11/4/2002,4.18,Mariner Books
Last Night: Stories,James Salter,,3/14/2006,3.9,Vintage
The Last Night of Ballyhoo,Alfred Uhry,,10/1/1997,3.71,Theatre Communications Group
Civilization and Its Discontents,Sigmund Freud/Louis Menand,,1/17/2005,3.78,W. W. Norton  Company
Civilization and Its Discontents,Sigmund Freud/James Strachey,,12/1/1961,3.78,W.W. Norton & Company  Inc. (NY)
I  Claudius (Claudius  #1),Robert Graves,,10/23/1989,4.27,Vintage
The Modern Mind: An Intellectual History of the 20th Century,Peter Watson,,7/23/2002,4.26,Harper Perennial
Origins of the Modern Mind: Three Stages in the Evolution of Culture and Cognition,Merlin Donald,,3/15/1993,4.16,Harvard University Press
Beyond the Post-Modern Mind: The Place of Meaning in a Global Civilization,Huston Smith,,7/25/2003,4.24,Quest Books
Sanctuary,William Faulkner,,12/6/1993,3.64,Vintage
The Portable Faulkner,William Faulkner/Malcolm Cowley,,2/25/2003,4.29,Penguin Books
One Matchless Time: A Life of William Faulkner,Jay Parini,,6/14/2005,3.97,Harper Perennial
The Guermantes Way (In Search of Lost Time  #3),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,,11/3/1998,4.3,The Modern Library New York
The Guermantes Way  (In Search of Lost Time  #3),Marcel Proust/Mark Treharne/Christopher Prendergast,,5/31/2005,4.3,Penguin Classics
Sodom and Gomorrah (In Search of Lost Time  #4),Marcel Proust/Christopher Prendergast/John Sturrock,,11/1/2005,4.35,Penguin Classics
In Search of Lost Time  Vol. 2: Within a Budding Grove  Part 2 & The Guermantes' Way,Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin,,6/29/2001,4.57,Everyman's Library
The Captive & The Fugitive (In Search of Lost Time  #5-6),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,,2/16/1999,4.39,Modern Library
Finding Time Again (In Search of Lost Time #7),Marcel Proust/Ian Patterson/Christopher Prendergast,,10/2/2003,4.49,Penguin
The Way by Swann’s  (In Search of Lost Time #1),Marcel Proust/Lydia Davis/Christopher Prendergast,,10/2/2003,4.14,Penguin Classics
Dostoevsky: The Mantle of the Prophet  1871-1881,Joseph Frank,,9/2/2003,4.56,Princeton University Press
Dostoevsky,Richard Freeborn,,10/1/2005,3.76,Haus Publishing
Dostoevsky: The Stir of Liberation  1860-1865,Joseph Frank,,11/21/1988,4.51,Princeton University Press
Dostoevsky  Kierkegaard  Nietzsche and Kafka,William Hubben,,5/13/1997,3.57,Charles Scribner's Sons
Problems of Dostoevsky's Poetics,Mikhail Bakhtin/Caryl Emerson,,6/21/1984,4.34,University Of Minnesota Press
Dostoevsky: The Years of Ordeal  1850-1859,Joseph Frank,,1/21/1987,4.43,Princeton University Press
The Possessed,Fyodor Dostoyevsky/Constance Garnett/Elizabeth Dalton,,2/1/2005,4.27,Barnes & Noble
The Idiot,Fyodor Dostoyevsky/Constance Garnett/Joseph Frank,,1/6/2005,4.18,Barnes  Noble Classics
Money,Martin Amis,,4/7/2005,3.71,Vintage
House of Meetings,Martin Amis,,1/16/2007,3.41,Alfred A. Knopf
The Rachel Papers,Martin Amis,,9/29/1992,3.59,Vintage
Yellow Dog,Martin Amis,,1/4/2005,2.79,Vintage
Success,Martin Amis,,4/3/1991,3.66,Vintage
Koba the Dread: Laughter and the Twenty Million,Martin Amis,,9/9/2003,3.83,Vintage
Dead Babies,Martin Amis,,4/3/1991,3.32,Vintage
Beginning Again: An Autobiography of The Years 1911 to 1918,Leonard Woolf,,10/18/1989,3.81,Mariner Books
Virginia Woolf: A Biography,Quentin Bell,,3/20/1974,4.17,Mariner Books
Cliffs Notes on Woolf's Mrs. Dalloway,Gary K. Carey,,12/12/2003,3.09,Cliffs Notes
Orlando,Virginia Woolf,,9/28/2000,3.87,Penguin Classics
The Common Reader,Virginia Woolf/Andrew McNeillie,,11/4/2002,4.16,Mariner Books
A Room of One's Own,Virginia Woolf/Mark Hussey/Susan Gubar,,8/1/2005,4.14,Mariner Books
Women and Writing,Virginia Woolf/Michèle Barrett,,3/31/2003,4.07,A Harvest Book/Harcourt  Inc.
Flush,Virginia Woolf/Trekkie Ritchie,,10/4/1976,3.83,Mariner Books
Virginia Woolf,Hermione Lee,,10/5/1999,4.26,Vintage
The Letters of Virginia Woolf: Volume Six  1936-1941,Virginia Woolf/Nigel Nicolson/Joanne Trautmann,,9/30/1982,4.48,Mariner Books
On Being Ill,Virginia Woolf/Hermione Lee,,10/1/2002,4.02,Paris Press
The Years,Virginia Woolf,,2/28/2002,3.77,Penguin Classics
The Letters of Virginia Woolf: Volume Four  1929-1931,Virginia Woolf/Nigel Nicolson/Joanne Trautmann,,5/15/1981,4.41,Mariner Books
Three Guineas,Virginia Woolf/Mark Hussey/Jane Marcus,,7/3/2006,3.87,Mariner Books
The Little Red Lighthouse and the Great Gray Bridge,Hildegarde Hoyt Swift/Lynd Ward,,11/1/2003,4.26,Houghton Mifflin Company
The Eagle (The Lighthouse Family  #3),Cynthia Rylant/Preston McDaniels,,10/1/2005,4.08,Beach Lane Books
The Storm (The Lighthouse Family  #1),Cynthia Rylant/Preston McDaniels,,9/1/2003,4.18,Beach Lane Books
The Art of Maurice Sendak,Selma G. Lanes,,9/1/1998,4.43,Harry N. Abrams
The Poet  the Warrior  the Prophet,Rubem A. Alves,,9/28/2002,4.43,SCM Press
The Warrior Prophet (The Prince of Nothing  #2),R. Scott Bakker,,10/25/2005,3.95,Overlook TP
The Belgariad  Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad  #1-3),David Eddings,,8/27/2002,4.28,Del Rey Books
The Belgariad  Vol. Two: Castle of Wizardry / Enchanters' End Game (The Belgariad  #4-5),David Eddings,,8/27/2002,4.39,Del Rey
The Younger Gods (The Dreamers  #4),David Eddings/Leigh Eddings,,3/1/2007,3.34,Grand Central Publishing
The Malloreon  Vol. 1: Guardians of the West / King of the Murgos / Demon Lord of Karanda (The Malloreon  #1-3),David Eddings,,8/30/2005,4.34,Del Rey
The Malloreon  Vol. 2: Sorceress of Darshiva / The Seeress of Kell (The Malloreon  #4-5),David Eddings,,8/30/2005,4.36,Del Rey
Polgara the Sorceress,David Eddings/Leigh Eddings,,12/26/1998,4.09,Del Rey Books
Mistress of Magic (The Mists of Avalon  #1),Marion Zimmer Bradley/Davina Porter,,4/1/1993,4.12,Recorded Books
The Forest House (Avalon  #2),Marion Zimmer Bradley/Diana L. Paxson,,4/1/1995,3.86,Roc
Book of Nightmares (Diadem  Worlds of Magic  #6),John Peel,,3/8/2005,4.12,Llewellyn Publications
The Nightmare Room: The Nightmare Begins! (The Nightmare Room  #1-3),R.L. Stine,,5/24/2005,3.88,HarperCollins
The Parallax View,Slavoj Žižek,,2/10/2006,4,MIT Press (MA)
Looking Awry: An Introduction to Jacques Lacan through Popular Culture,Slavoj Žižek,,9/8/1992,4.04,MIT Press
The Puppet and the Dwarf: The Perverse Core of Christianity,Slavoj Žižek,,8/29/2003,3.85,The MIT Press
Zizek: A Critical Introduction,Sarah   Kay,,4/29/2003,3.46,Polity Press
Conversations with Žižek,Slavoj Žižek/Glyn Daly,,12/30/2003,3.88,Polity Press
Marcovaldo,Italo Calvino/William Weaver,,11/16/1983,3.89,Mariner Books
The Uses of Literature,Italo Calvino/Patrick Creagh,,10/21/1987,4.07,Mariner Books
Please Stop Laughing at Me... One Woman's Inspirational Story,Jodee Blanco,,3/1/2003,3.85,Adams Media
In the Beginning...Was the Command Line,Neal Stephenson,,11/9/1999,3.8,William Morrow Paperbacks
The Extraordinary Cases of Sherlock Holmes,Arthur Conan Doyle,,6/1/1994,4.21,Puffin Books
Confessions of an Ugly Stepsister,Gregory Maguire,,10/3/2000,3.53,William Morrow Paperbacks
Jane Austen For Dummies,Joan Elizabeth Klingel Ray,,8/1/2006,4.03,John Wiley
The Rediscovery of Man,Cordwainer Smith,,5/13/1999,4.14,Gollancz
Homicide: A Year on the Killing Streets,David Simon,,8/22/2006,4.38,Holt McDougal
The Corner: A Year in the Life of an Inner-City Neighborhood,David Simon/Edward Burns,,6/15/1998,4.43,Broadway Books
El Libertador: Writings of Simón Bolívar,Simón Bolívar/Frederick H. Fornoff/David Bushnell,,5/15/2003,3.84,Oxford University Press  USA
Hands Collected: The Books of Simon Perchik,Simon Perchik/David Baratier,,1/1/2000,4.25,Pavement Saw Press
Morgoth's Ring (The History of Middle-Earth  #10),J.R.R. Tolkien/Christopher Tolkien,,12/14/1993,4.13,Houghton Mifflin Harcourt
The War of the Jewels (The History of Middle-Earth  #11),J.R.R. Tolkien/Christopher Tolkien,,12/6/1994,3.93,Houghton Mifflin Harcourt
The Silmarillion,J.R.R. Tolkien/Christopher Tolkien,,2/7/1999,3.92,HarperCollins
The Sillymarillion: An Unauthorized Parody of J.R.R. Tolkien's Classic the Silmarillion,Donald  Lloyd,,9/28/2004,3.54,Cold Spring Press
The Silmarillion,J.R.R. Tolkien/Christopher Tolkien,,3/12/1979,3.92,Unwin Paperbacks
Hayao Miyazaki: Master of Japanese Animation,Helen McCarthy,,9/1/1999,3.93,Stone Bridge Press
Cliffs Notes on Frank's The Diary of Anne Frank,Dorothea Shefer-Vanson/CliffsNotes/Anne Frank,,7/10/1984,4.32,Cliffs Notes
The Honourable Schoolboy,John le Carré,,10/29/2002,3.95,Scribner Book Company
Valparaiso,Don DeLillo,,4/1/2004,3.33,Pan MacMillan
No More Water in the Tub!,Tedd Arnold/Mark Buehner,,12/1/1998,3.95,Puffin Books
Big Red Tub,Julia Jarman/Adrian    Reynolds,,12/1/2004,4.03,Orchard
Tabby in the Tub (Animal Ark  #29),Ben M. Baglio/Linda Chapman/Jenny Gregory,,8/1/2003,3.96,Scholastic Paperbacks
June Bug (Murder-by-Month Mystery #2),Jess Lourey/J.H. Lourey/Jessica Lourey,,3/8/2007,3.56,Midnight Ink
Wickett's Remedy,Myla Goldberg,,10/10/2006,3.27,Anchor Books
I Am the Messenger,Markus Zusak/Emmanuel Pailler,,5/9/2006,4.07,Alfred A. Knopf Borzoi Books
Getting the Girl (Wolfe Brothers  #3),Markus Zusak,,6/1/2004,3.7,Push
The Book Thief,Markus Zusak/Cao Xuân Việt Khương,,3/14/2006,4.37,Alfred A. Knopf
Fighting Ruben Wolfe (Wolfe Brothers  #2),Markus Zusak/Stig Wemyss,,6/1/2002,3.84,Push
Underdog (Wolfe Brothers  #1),Markus Zusak,,5/1/1999,3.38,Ravensburger Buchverlag
Nicomachean Ethics,Aristotle/Martin Ostwald,,1/11/1962,3.94,Prentice Hall/Simon & Schuster Company (Englewood Cliffs  NJ)
The Nicomachean Ethics,Aristotle/James Alexander Kerr Thomson/Jonathan Barnes/Hugh Tredennick,,1/29/2004,3.94,Penguin Classics
Nicomachean Ethics,Aristotle/Hippocrates George Apostle,,5/1/1984,3.94,Peripatetic Press
Madame Bovary,Gustave Flaubert/Geoffrey Wall/Michèle Roberts,,12/31/2002,3.67,Penguin Classics
Madame Bovary (Critical Editions),Gustave Flaubert/Margaret Cohen/Eleanor Marx,,12/19/2004,3.67,W.W. Norton & Company
Madame Bovary,Gustave Flaubert/Donada  Peters,,10/1/2006,3.67,Tantor Media
The Complete Works: The Revised Oxford Translation  Vol. 1,Aristotle/Jonathan Barnes,,9/1/1984,4.43,Bollingen/Princeton University Press (NJ)
Politics,Aristotle,,11/15/2000,3.94,Dover Publications
Aristotle's Ethics (SparkNotes Literature Guides),SparkNotes,,6/13/2003,3,SparkNotes
The Politics and The Constitution of Athens,Aristotle/Stephen Everson,,10/13/1996,3.98,Cambridge University Press
Middlemarch,George Eliot/Megan McDaniel/Lynne Sharon Schwartz/Lynn Sharon Schwartz,,4/1/2003,3.96,Barnes  Noble Classics
Middlemarch,George Eliot/Harriet Walter,,1/28/2003,3.96,Penguin Audio UK
Silas Marner,George Eliot,,5/31/2006,3.64,Townsend Press
1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,,8/1/2002,4.18,Lectorum
The Complete Tales of Nikolai Gogol  Volume 1,Nikolai Gogol/Constance Garnett/Leonard J. Kent,,4/15/1985,4.32,University of Chicago Press
The Overcoat and Other Short Stories,Nikolai Gogol,,2/21/1992,4.21,Dover Publications
The Nose,Nikolai Gogol/Kevin Hawkes,,9/29/1994,3.89,HarperCollins Publishers
Dead Souls,Nikolai Gogol/Richard Pevear/Larissa Volokhonsky,,9/21/2004,3.99,Everyman's Library
Fathers and Sons,Ivan Turgenev/George Reavy/Jane Costlow,,2/1/2005,3.96,Signet Book
Father to Son  (The Destroyer  #129),Warren Murphy/Richard Sapir/James Mullaney,,10/1/2002,4.11,Gold Eagle
Children of the Star (Children of the Star  #1-3),Sylvia Engdahl,,1/10/2000,4.24,Meisha Merlin Publishing
From Far Away,Robert Munsch/Michael Martchenko/Saoussan Askar,,2/1/1995,4,Annick Press
From Far Away  Vol. 01,Kyoko Hikawa/Trina Robbins/Yuko Sawada/Walden Wong,,11/9/2004,4.31,VIZ Media
Silos  Politics and Turf Wars: A Leadership Fable about Destroying the Barriers That Turn Colleagues Into Competitors,Patrick Lencioni,,2/1/2006,4.05,Jossey-Bass
Moral Politics: How Liberals and Conservatives Think,George Lakoff,,5/1/2002,4.03,University Of Chicago Press
'Salem's Lot,Stephen King/Ron McLarty,,1/19/2004,4.02,Simon & Schuster Audio
El misterio de Salem's Lot,Stephen King/Marta I. Guastavino,,12/17/2002,4.02,Plaza & Janes Editores  S.A.
'Salem's Lot,Stephen King,,8/1/1976,4.02,Signet
Prodigal Blues,Gary A. Braunbeck/Deena Warner,,5/1/2006,4.25,Cemetery Dance Publications
The Divine Comedy  Vol. I: Inferno,Dante Alighieri/Mark Musa,,11/28/1984,4,Penguin Classics
The Divine Comedy I: Hell,Dante Alighieri/Dorothy L. Sayers,,1/27/2005,4,Penguin Classics
The Divine Comedy  Vol. 1: Inferno,Dante Alighieri/Mark Musa,,2/27/2003,4,Penguin Classics
Could Do Better: Why Children Underachieve and What to Do About It,Harvey P. Mandel/Sander I. Marcus/Loral Dean,,8/13/1996,3.8,Wiley
Inferno,Dante Alighieri/Allen Mandelbaum/Barry Moser/Gabriel Marruzzo/Laury Magnus,,8/3/2004,4,Bantam Books
Purgatorio (La Divina Commedia #2),Dante Alighieri/Robert M. Durling,,4/8/2004,4.02,Oxford University Press  USA
Dante Alighieri's Divine Comedy  the Inferno,Dante Alighieri,,10/1/1984,4,Barron's Educational Series
The Portable Dante,Dante Alighieri/Mark Musa,,7/29/2003,4.22,Penguin Books
Purgatorio (The Divine Comedy  #2),Dante Alighieri/Allen Mandelbaum/Laury Magnus/Anthony Oldcorn/Daniel Feldman/Barry Moser,,8/3/2004,4.02,Bantam Books
The Divine Comedy  Vol. 3: Paradise,Dante Alighieri/Mark Musa,,7/31/1986,3.95,Penguin Classics
The Divine Comedy  Vol. 2: Purgatory,Dante Alighieri/Mark Musa,,5/30/1985,4.02,Penguin Classics
Vita Nuova,Dante Alighieri/Mark Musa,,4/22/1973,3.87,Indiana University Press
The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge/Stanley Appelbaum,,9/18/1992,3.94,Dover Publications
Beowulf,Unknown/Burton Raffel,,9/1/1999,3.44,Signet Classics
Beowulf: A Dual-Language Edition,Unknown/Howell D. Chickering,,2/14/2006,3.44,Anchor
